0.64807,0.16853,-0.94017,0.57049,0.68297,0.17221,0.58435,0.07143,-1.44,1.3522,0.60609,0.049688,0.54684,0.089583,-0.5741,1.929,0.55169,0.11168,0.31041,0.060313,-0.85141,2.6689,0.32358,0.04635,0.40753,0.10002,-0.3494,0.27599,0.40278,0.13315,0.39798,0.095609,0.096979,0.55139,0.39412,0.12878,0.5905,0.17234,-1.5441,1.0367,0.65817,0.1156,0.36309,0.098286,0.0042129,1.6584,0.36887,0.095311,0.32954,0.088659,1.8642,7.3425,0.32259,0.049312,0.3293,0.07736,1.3652,4.7236,0.32358,0.045381,0.25912,0.060127,-0.18024,1.9042,0.26996,0.067631,0.41293,0.11568,-0.25128,0.60592,0.41618,0.15387,0.27731,0.077089,1.34,3.2614,0.26901,0.066568,0.41611,0.16074,0.10257,-1.0559,0.38735,0.26431,0.39123,0.16284,0.30354,-1.0947,0.34234,0.27832,0.26422,0.061886,0.14672,2.0653,0.27091,0.066199,0.26582,0.068189,0.68911,4.7104,0.27376,0.070126,0.17942,0.040551,2.241,13.062,0.17331,0.062024,0.17862,0.056657,4.0298,22.923,0.1654,0.056464,0.18913,0.10104,4.6796,23.131,0.16634,0.054445,0.46124,0.2488,0.1631,-1.5208,0.42094,0.50609,0.29072,0.12863,0.26942,-1.3314,0.26057,0.25334,0.17844,0.046201,3.1798,17.444,0.16973,0.05783,0.20575,0.10943,2.9555,8.0075,0.17652,0.062057,0.17427,0.033599,2.8269,19.882,0.16973,0.04362,0.19761,0.056934,3.7424,23.81,0.19015,0.055406,0.19168,0.095212,2.8678,7.0602,0.16268,0.037156,0.16287,0.050885,4.5449,24.931,0.14028,0.027012,0.33778,0.093036,-0.48965,-0.19064,0.35318,0.10876,0.28602,0.077769,1.0197,2.2502,0.27855,0.072376,0.23319,0.11196,1.1186,-0.22746,0.17707,0.16152
0.45781,0.24661,0.46806,-1.1403,0.35616,0.42955,0.51808,0.10543,0.019104,-1.4821,0.51466,0.20135,0.54433,0.15513,-1.1349,0.31529,0.58387,0.17157,0.22436,0.088139,1.1965,1.8277,0.19811,0.13856,0.35555,0.17599,0.23288,-1.3905,0.32358,0.3451,0.38913,0.13318,-0.28381,-0.58264,0.40182,0.17572,0.39968,0.261,0.28026,-1.7345,0.27951,0.54764,0.27804,0.13441,0.69422,-0.18297,0.27663,0.23419,0.30651,0.15917,1.0744,0.82993,0.28821,0.22744,0.32502,0.14229,0.43929,-1.0382,0.29015,0.24262,0.21145,0.074356,1.553,3.4391,0.1934,0.10297,0.37189,0.18469,0.27903,-1.3604,0.3216,0.35279,0.29646,0.12501,0.53598,-0.96662,0.26712,0.20234,0.31951,0.15029,0.68804,-0.38928,0.28918,0.2276,0.30254,0.15836,0.94183,-0.078145,0.25502,0.23259,0.22926,0.095307,2.0817,6.7902,0.20812,0.11605,0.23008,0.099164,1.7724,3.7466,0.20664,0.12338,0.17341,0.053358,2.9729,12.048,0.15084,0.048605,0.18589,0.080849,2.7069,7.6764,0.14947,0.056464,0.23625,0.16254,2.0816,3.0342,0.16875,0.086713,0.24518,0.13421,1.2821,0.62792,0.18219,0.17836,0.26903,0.14393,0.63886,-1.1433,0.19079,0.27495,0.1769,0.06051,2.8589,10.415,0.15084,0.050515,0.28432,0.1711,0.88303,-0.91267,0.19406,0.31946,0.17147,0.046591,3.4853,17.639,0.1576,0.044893,0.20646,0.089133,2.6988,8.4034,0.18219,0.079929,0.27553,0.13943,0.57131,-1.4012,0.19742,0.2829,0.18985,0.0915,2.5833,6.2984,0.15262,0.047352,0.27961,0.13322,0.43801,-1.2408,0.22452,0.25235,0.32367,0.13401,0.51232,0.36102,0.3295,0.21902,0.17505,0.05487,2.9294,10.629,0.15601,0.046731
0.69736,0.19996,-0.98561,0.42796,0.73483,0.21918,0.55297,0.065897,-1.4536,1.6378,0.57228,0.051862,0.51737,0.10375,-1.0727,1.9846,0.52736,0.11144,0.26228,0.05688,0.55729,1.5648,0.25871,0.063582,0.48878,0.086828,-0.38988,1.188,0.49367,0.1156,0.34794,0.089121,0.60465,0.98177,0.34136,0.11749,0.54391,0.16743,-1.2488,0.13395,0.61229,0.14263,0.31928,0.094299,0.83717,3.4436,0.32358,0.10562,0.31301,0.11075,1.9909,4.6488,0.28143,0.090635,0.27748,0.076896,2.0432,5.524,0.26057,0.067052,0.22825,0.053318,0.70089,1.7989,0.22699,0.06624,0.50917,0.092683,0.064957,1.9647,0.51284,0.10301,0.23703,0.069029,1.3252,3.0365,0.22617,0.078517,0.37996,0.15055,0.69045,0.15454,0.34924,0.20336,0.32982,0.156,0.99599,-0.095138,0.27376,0.19428,0.26272,0.073167,1.345,3.9051,0.25319,0.077735,0.228,0.057583,1.0871,3.3464,0.2237,0.068557,0.21501,0.057965,0.81576,1.4868,0.21188,0.083601,0.21207,0.060534,1.2212,3.5142,0.20738,0.085962,0.23986,0.11791,3.0789,11.166,0.21495,0.086732,0.44447,0.2172,0.30973,-1.0048,0.43231,0.35831,0.41619,0.13719,-0.87914,-0.44884,0.46879,0.16557,0.21839,0.067022,1.6472,5.0616,0.21036,0.080233,0.24106,0.10397,2.4385,6.852,0.22047,0.084994,0.16588,0.032789,2.9433,16.039,0.1572,0.038463,0.17162,0.039082,3.645,25.86,0.16268,0.043908,0.18066,0.082358,3.2845,10.172,0.15485,0.035156,0.15829,0.046803,5.7972,42.487,0.14028,0.018543,0.33944,0.099968,-0.70384,-0.27279,0.36495,0.10476,0.30399,0.093341,1.1352,2.0069,0.28918,0.095388,0.17238,0.053383,2.4876,6.0899,0.15226,0.033556
0.55638,0.25578,-0.23113,-1.2232,0.61252,0.43836,0.5628,0.08044,-0.7467,-0.37026,0.58832,0.11649,0.4741,0.14582,-0.69281,-0.4032,0.49642,0.15273,0.29316,0.097969,-0.012676,0.11405,0.3216,0.1725,0.38143,0.15585,-0.34066,-1.2546,0.43325,0.30599,0.36643,0.12762,-0.43451,-0.60422,0.39894,0.1666,0.52462,0.22721,-0.71537,-1.1691,0.6388,0.43513,0.3406,0.1234,-0.35353,-0.76391,0.38638,0.22313,0.33823,0.14099,1.0465,1.8703,0.33839,0.11727,0.30316,0.1121,0.35416,0.35776,0.32259,0.17253,0.25849,0.080321,0.59053,1.7831,0.26901,0.12544,0.40002,0.16029,-0.23435,-1.1024,0.4483,0.29629,0.28231,0.090642,0.54983,0.72457,0.2853,0.12069,0.41978,0.16593,0.07842,-0.71978,0.41618,0.24743,0.34851,0.14334,0.43928,-0.4167,0.34136,0.19998,0.29628,0.09673,0.46266,0.77378,0.30189,0.12866,0.27085,0.10065,1.2297,3.0121,0.27471,0.13496,0.18485,0.055553,2.7773,12.629,0.17175,0.065628,0.1869,0.078886,3.2067,11.567,0.16093,0.059909,0.19416,0.10396,4.1112,18.238,0.16681,0.06061,0.28956,0.17732,1.1135,-0.10163,0.21112,0.24243,0.31475,0.13729,-0.0038295,-1.4326,0.33543,0.28235,0.19228,0.071977,2.8573,10.684,0.17279,0.068581,0.20546,0.10393,2.7496,7.25,0.17436,0.072603,0.1775,0.045287,3.1814,17.45,0.16729,0.049846,0.21334,0.071696,2.2433,8.1552,0.20159,0.082388,0.19489,0.086249,2.5685,5.9385,0.16729,0.049101,0.18327,0.064479,2.9922,11.695,0.16268,0.054445,0.36487,0.14172,-0.49117,-1.3218,0.42474,0.28332,0.35021,0.14779,0.46868,0.23956,0.35711,0.22863,0.19875,0.084404,2.2009,4.4186,0.16875,0.059309
0.54633,0.18843,0.051038,-0.74089,0.54892,0.29256,0.53743,0.084813,-0.44892,-0.91011,0.56424,0.14756,0.65187,0.092533,-2.7763,9.8819,0.67751,0.063268,0.28827,0.096212,-0.30344,-1.341,0.31864,0.18443,0.39438,0.1227,-0.36703,0.001328,0.42284,0.14133,0.38736,0.12029,0.42804,0.21544,0.37667,0.098197,0.44628,0.23231,-0.16489,-1.6569,0.50465,0.4911,0.30088,0.11126,0.041294,-0.48586,0.33049,0.20495,0.30231,0.10907,0.37886,0.73114,0.32456,0.16466,0.35907,0.12091,0.29577,-0.066219,0.35613,0.11065,0.29866,0.061214,-0.42855,-0.11625,0.30779,0.089422,0.43014,0.10642,-0.11522,0.054765,0.44642,0.14894,0.33663,0.095942,0.4492,0.186,0.33247,0.084527,0.48979,0.17518,-0.31256,-1.3896,0.55438,0.33049,0.45839,0.15486,-0.27812,-1.2372,0.49001,0.29051,0.30438,0.059269,-0.20668,0.65197,0.30976,0.081092,0.30028,0.074303,0.036178,0.98744,0.31074,0.1055,0.20867,0.059091,0.66551,0.38895,0.20302,0.10248,0.20804,0.065561,1.482,4.794,0.1988,0.10514,0.24148,0.13548,2.6985,7.3629,0.21036,0.10174,0.45935,0.23553,-0.20534,-1.6209,0.54,0.48828,0.25247,0.095264,0.6637,0.097563,0.24419,0.15881,0.20555,0.065567,1.6264,5.1958,0.19472,0.10265,0.29953,0.17691,1.1507,-0.26179,0.23118,0.13743,0.16637,0.031877,1.5732,4.4033,0.15447,0.044893,0.17862,0.051513,4.1136,29.8,0.16681,0.059212,0.23434,0.14091,1.3492,0.072661,0.16402,0.080995,0.18595,0.10735,2.7358,6.3375,0.14028,0.027978,0.26434,0.10328,0.43488,-0.80178,0.24686,0.18585,0.31059,0.12786,0.83615,0.3342,0.29113,0.17214,0.27121,0.11869,0.30136,-1.3712,0.25411,0.24028
0.59283,0.23907,-0.42987,-1.0864,0.66243,0.40802,0.56248,0.090431,-0.61825,-0.88855,0.60165,0.15735,0.52509,0.14265,-0.63423,-0.14995,0.5454,0.13229,0.28695,0.080602,0.22353,0.5461,0.28918,0.095655,0.40778,0.12749,-0.43424,-0.6607,0.44549,0.20857,0.38566,0.11212,-0.36732,-0.46781,0.41236,0.16216,0.51999,0.21906,-0.59922,-1.3491,0.63703,0.43453,0.3498,0.11793,-0.26531,-0.53886,0.39122,0.19166,0.33971,0.13424,1.4943,2.4257,0.3068,0.11136,0.30766,0.095805,1.0276,1.7937,0.29308,0.1018,0.25648,0.073524,0.66423,1.2775,0.25411,0.092304,0.4502,0.15424,-0.43861,-0.8376,0.50191,0.26486,0.28213,0.093006,1.1592,1.6781,0.2643,0.10706,0.42158,0.1814,0.33556,-0.9808,0.38638,0.29846,0.34602,0.16002,0.75536,-0.47152,0.29503,0.24798,0.30518,0.095038,0.74554,1.5862,0.29796,0.11666,0.26735,0.087016,1.2204,2.8191,0.25871,0.098641,0.18641,0.053055,2.1559,7.0673,0.17384,0.065229,0.18923,0.074059,3.0489,11.286,0.16729,0.065628,0.20274,0.1167,3.8992,15.903,0.17227,0.063205,0.39197,0.24564,0.62336,-1.0242,0.3216,0.41939,0.33306,0.14995,0.02169,-1.4512,0.34727,0.30369,0.19577,0.068275,2.5766,8.7269,0.17874,0.06713,0.21568,0.11133,2.6489,6.6148,0.18278,0.070183,0.19252,0.052818,2.0527,6.602,0.18219,0.059311,0.22779,0.073751,2.1859,8.8415,0.21729,0.077557,0.20812,0.098632,2.5374,5.8211,0.17707,0.055888,0.18997,0.076766,2.7845,9.3927,0.16357,0.06061,0.36229,0.13788,-0.32816,-1.1551,0.4047,0.26434,0.36388,0.12859,0.29077,-0.098939,0.36789,0.16518,0.21616,0.097008,1.6783,1.8216,0.17874,0.074976
0.62503,0.19464,-0.63513,-0.36256,0.67221,0.27593,0.57492,0.082603,-1.0403,-0.11849,0.60874,0.10348,0.55823,0.10513,-1.1508,1.9887,0.57763,0.11375,0.30976,0.073473,-1.0705,0.12986,0.33444,0.06599,0.41624,0.12757,-0.4012,-0.54783,0.43514,0.17019,0.38861,0.098567,-0.10658,0.63648,0.38735,0.10892,0.50213,0.19279,-0.7586,-0.91335,0.58031,0.3008,0.36602,0.12538,-0.0943,-0.0077959,0.39894,0.1744,0.31799,0.096622,0.6446,2.8198,0.3295,0.081528,0.35833,0.1106,1.0067,1.4189,0.34136,0.061044,0.26713,0.060223,-0.62799,-0.1741,0.28143,0.076031,0.41838,0.12933,-0.47607,-0.36651,0.44173,0.17126,0.29704,0.089364,0.88285,1.3619,0.29113,0.071369,0.42487,0.16656,-0.17587,-1.2164,0.4342,0.29137,0.44173,0.18335,-0.17242,-1.2663,0.4762,0.32931,0.26585,0.064054,-0.33689,0.12363,0.27951,0.083591,0.26292,0.069784,-0.28233,0.29664,0.28143,0.094433,0.18484,0.044572,1.4975,3.7981,0.17652,0.064729,0.17434,0.044389,2.5329,11.754,0.16008,0.054445,0.20071,0.1205,3.8915,15.116,0.16973,0.063454,0.40763,0.22464,0.14165,-1.6082,0.37764,0.46355,0.29289,0.11691,0.24282,-1.0635,0.28821,0.21385,0.18048,0.044539,2.0667,9.0021,0.17124,0.063454,0.24451,0.15379,1.823,1.7562,0.18639,0.078077,0.16703,0.030272,2.3497,12.869,0.16008,0.042499,0.18831,0.046862,2.5143,14.691,0.18103,0.059619,0.20865,0.11719,2.1173,2.9255,0.16448,0.049105,0.16413,0.053105,4.9001,30.584,0.14054,0.029454,0.31532,0.11699,0.1325,-0.77415,0.33247,0.19902,0.32904,0.097454,0.39211,0.80506,0.33741,0.12961,0.26477,0.121,0.52619,-1.2051,0.20961,0.22564
0.67569,0.20635,-0.89398,-0.043887,0.72896,0.23386,0.58921,0.078192,-1.2839,0.67717,0.61671,0.061162,0.56066,0.089034,-1.1964,2.4001,0.57942,0.10743,0.27525,0.066202,-0.050602,0.16997,0.27663,0.083566,0.37933,0.10512,-0.15603,-0.20968,0.38445,0.14684,0.3589,0.10049,0.32592,0.017321,0.34629,0.14021,0.51154,0.19505,-0.8227,-0.786,0.58743,0.28609,0.32368,0.093569,0.012348,0.76854,0.33247,0.1155,0.297,0.083445,1.4825,5.0428,0.2853,0.08866,0.2967,0.088357,1.4674,3.3168,0.28143,0.085513,0.24446,0.061463,0.25085,0.3248,0.24508,0.084672,0.41238,0.12418,-0.22021,-0.40972,0.41523,0.17848,0.24876,0.072707,1.007,2.0865,0.2433,0.087318,0.41697,0.15921,-0.17321,-1.0907,0.42569,0.26505,0.45414,0.16396,-0.46392,-1.0546,0.50738,0.28162,0.24423,0.063497,0.41642,0.92832,0.24419,0.086078,0.24509,0.064828,0.5534,1.953,0.24597,0.085642,0.19176,0.046272,1.1408,2.3427,0.18517,0.068482,0.1833,0.047152,1.8926,7.0654,0.17227,0.068581,0.21261,0.12759,3.56,12.455,0.17988,0.067376,0.3816,0.19254,0.22167,-1.4126,0.34924,0.36884,0.26578,0.10672,0.62713,-0.66061,0.24153,0.17291,0.18539,0.04658,2.0192,8.6095,0.17652,0.063541,0.2135,0.10304,2.6036,6.3841,0.18517,0.071087,0.17171,0.034161,2.384,12.117,0.16448,0.045553,0.18672,0.043873,2.1699,10.613,0.17931,0.055878,0.18678,0.084445,2.7827,6.7302,0.15966,0.039732,0.17073,0.069755,3.9803,16.674,0.14593,0.030457,0.31751,0.099412,-0.22179,-0.98063,0.33148,0.16003,0.27955,0.089817,0.97652,1.6294,0.27091,0.12234,0.25108,0.10465,0.52235,-1.1739,0.20518,0.19284
0.58572,0.17458,-0.05067,-0.2773,0.58415,0.22994,0.52462,0.067853,-0.03944,-0.18897,0.52555,0.097009,0.55285,0.11645,-0.20447,0.074045,0.54899,0.17009,0.27549,0.056437,-0.052656,0.30972,0.27855,0.075783,0.4182,0.11842,-0.50765,-0.89748,0.45391,0.19725,0.39997,0.0955,-0.46917,-0.26087,0.41236,0.12645,0.46424,0.1954,-0.30448,-1.4019,0.5183,0.38554,0.37437,0.14028,0.48382,-0.20257,0.37667,0.19606,0.4799,0.17964,0.051493,-1.3911,0.48909,0.33542,0.28013,0.061639,1.1359,3.9587,0.27759,0.075783,0.22997,0.054333,0.32597,0.45551,0.23033,0.07727,0.47596,0.15459,-0.4097,-1.1303,0.52192,0.27995,0.30058,0.087732,0.1797,-0.72512,0.29601,0.14314,0.56066,0.13461,-0.84545,0.44221,0.58565,0.17992,0.38862,0.14934,0.69363,-0.42302,0.34629,0.19832,0.36242,0.13378,0.3237,-1.1897,0.3216,0.24503,0.23829,0.059802,1.1749,5.7136,0.23717,0.076604,0.21469,0.070197,0.99485,0.55876,0.20089,0.10348,0.21197,0.074388,1.3454,2.3479,0.19406,0.10844,0.21895,0.089801,2.8657,13.936,0.19949,0.10313,0.29465,0.18438,1.3274,0.73111,0.22208,0.2258,0.41835,0.19201,-0.24546,-1.4549,0.48633,0.37527,0.31439,0.14665,0.60051,-0.92833,0.27091,0.24889,0.22629,0.091605,2.2686,7.788,0.20886,0.10577,0.15495,0.022276,2.845,15.115,0.14413,0.023293,0.2161,0.067873,0.88254,0.73632,0.20302,0.10456,0.16185,0.051707,5.0229,28.409,0.14442,0.023293,0.15222,0.033102,6.9239,65.066,0.14028,0.011619,0.43227,0.14504,-0.7109,-0.76636,0.48541,0.21938,0.47243,0.099281,-1.0984,2.1441,0.49459,0.10967,0.16756,0.060285,3.7529,14.969,0.14562,0.027012
0.72172,0.18285,-0.75595,0.078276,0.75049,0.24364,0.57087,0.06739,-1.5213,1.7433,0.59188,0.050737,0.56528,0.090888,-1.1758,5.0366,0.56424,0.067096,0.25255,0.05039,0.18582,3.1793,0.25686,0.053609,0.46635,0.1259,-0.69598,1.0837,0.49367,0.089241,0.35523,0.095638,1.2303,2.6195,0.33741,0.072799,0.55494,0.18289,-1.2967,0.1863,0.63086,0.1358,0.33185,0.090079,0.83961,4.9838,0.34037,0.071872,0.29925,0.11024,1.8123,3.674,0.2643,0.10045,0.27157,0.098303,2.3988,5.5508,0.24597,0.050055,0.22264,0.052744,0.37874,1.8262,0.22699,0.074143,0.48583,0.13112,-0.98438,1.1114,0.5192,0.084689,0.24208,0.085698,1.9688,5.0173,0.23033,0.072498,0.52523,0.16854,-1.0226,-0.18815,0.59721,0.22424,0.45843,0.15565,-0.63798,-0.51905,0.51284,0.22942,0.2206,0.049847,0.70638,3.4694,0.22208,0.065889,0.22481,0.052367,0.85336,6.2127,0.22866,0.065698,0.24451,0.068847,0.46801,0.68738,0.24686,0.095781,0.2462,0.075694,0.79783,2.0274,0.24686,0.10482,0.27416,0.16022,2.6196,6.6075,0.2389,0.09898,0.66837,0.24499,-0.97457,-0.58068,0.80424,0.38631,0.45165,0.11543,-1.1531,1.5072,0.47989,0.087952,0.23891,0.063234,0.64116,1.4549,0.2389,0.084486,0.27888,0.13715,2.0936,3.8678,0.24686,0.086419,0.15949,0.028628,3.1155,20.624,0.14655,0.030964,0.17441,0.048233,4.8692,42.447,0.16268,0.051809,0.2019,0.12561,2.2318,3.3497,0.14847,0.036792,0.16089,0.05662,4.6102,25.015,0.14028,0.012703,0.33827,0.096757,-0.30912,0.38825,0.35121,0.09225,0.34197,0.090671,0.63729,1.7933,0.33839,0.087482,0.29297,0.12324,0.031997,-1.4638,0.3137,0.24751
